SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SCH_TYPE,LOW_GRADE,HIGH_GRADE,TITLE1_STATUS,MEMBERSHIP,CONTACT_NAME,ADDRESS,ADDRESS2,PO_BOX,CITY,STATE,ZIPCODE,PHONE,FAX,LATITUDE,LONGITUDE,COOP,COOP_CODE
20162017,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,A1,9th,12th,Title 1 Eligible - Schoolwide School,200,Mrs. Jami Dailey,308 W 7th St,,,Paris,KY,40361,(859) 987-2168,(859) 987-2132,38.21272057000,-84.25560803370,CKEC,901
20162017,009,BOURBON,478,Paris Independent,030,Paris Middle School,478030,009478030,210471001159,A1,6th,8th,Title 1 Eligible - Schoolwide School,157,Mrs. Jami Dailey,304 W 7th St,,,Paris,KY,40361,(859) 987-2163,(859) 987-2164,38.21280870740,-84.25493802200,CKEC,901
20162017,009,BOURBON,478,Paris Independent,,---District Total---,478,,,,K,12th,,677,Ken Donavan Bicknell,310 W Seventh St,,,Paris,KY,40361,(859) 987-2160,(859) 987-6749,38.209343,-84.248226,CKEC,901
20162017,096,PENDLETON,481,Pendleton County,060,Northern Elementary School,481060,096481060,210474001160,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,502,Mr. Darell Pugh,925 Hwy 177 E,,,Butler,KY,41006,(859) 472-7341,(859) 472-6548,38.793855,-84.35507,NKCES,905
20162017,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,A1,9th,12th,Title 1 Eligible - Schoolwide School,724,Matthew Shafer,2359 Hwy 27 N,,,Falmouth,KY,41040,(859) 654-3355,(859) 654-4235,38.688673,-84.359401,NKCES,905
20162017,096,PENDLETON,481,Pendleton County,061,Phillip Sharp Middle School,481061,096481061,210474001646,A1,6th,8th,Title 1 Eligible - Schoolwide School,531,David Sledd,35 Wright Rd,,,Butler,KY,41006,(859) 472-7000,(859) 472-7011,38.743696,-84.365601,NKCES,905
20162017,096,PENDLETON,481,Pendleton County,080,Southern Elementary School,481080,096481080,210474001163,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,526,Mark Hegyi,320 Fairgrounds Rd,,,Falmouth,KY,41040,(859) 654-6981,(859) 654-2906,38.672577,-84.339141,NKCES,905
20162017,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,,K,12th,,"2,283",Mr. Anthony Strong,2525 Hwy 27 N,,,Falmouth,KY,41040,(859) 654-6911,(859) 654-6143,38.689202,-84.360371,NKCES,905
20162017,097,PERRY,485,Perry County,750,A.B. Combs Elementary School,485750,097485750,210477001176,A1,Entry,8th,Title 1 Eligible - Schoolwide School,300,Mr. James Fugate,641 Hwy 80 W,,,Combs,KY,41729,(606) 436-4932,(606) 439-5194,37.266595,-83.215342,KVEC,904
20162017,097,PERRY,485,Perry County,010,Buckhorn Childrens Center,485010,097485010,210477002422,A6,Entry,12th,Not a Title 1 School,36,Mrs. Christie Hyden-Stamper,116 Buckhorn Lane,,,Buckhorn,KY,41721,(606) 398-7000,(606) 398-5183,37.348961,-83.474821,KVEC,904
20162017,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,A1,Entry,12th,Title 1 Eligible - Schoolwide School,299,Timothy Wooton,18392 KY Hwy 28,,,Buckhorn,KY,41721,(606) 398-7176,(606) 398-7890,37.347259,-83.473069,KVEC,904
20162017,097,PERRY,485,Perry County,150,Chavies Elementary School,485150,097485150,210477001167,A1,Entry,8th,Title 1 Eligible - Schoolwide School,290,Mr. Joshua Smith,250 Chavies School Rd,,,Chavies,KY,41727,(606) 436-5101,(606) 436-3999,37.355677,-83.334989,KVEC,904
20162017,097,PERRY,485,Perry County,200,East Perry County Elementary School,485200,097485200,210477002354,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,762,Clifford McIntyre,301 Perry Circle Rd,,,Hazard,KY,41701,(606) 436-3423,,37.294904,-83.198655,KVEC,904
20162017,097,PERRY,485,Perry County,140,Learning Academy,485140,097485140,210477002398,A5,9th,12th,Not a Title 1 School,28,Harvey Colwell,305 Park Avenue,,,Hazard,KY,41701,(606) 439-5888,,37.284800218,-83.211016879,KVEC,904
20162017,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,A1,Entry,8th,Title 1 Eligible - Schoolwide School,174,Mr. Kenneth Roark,7777 Hwy 699,,,Leatherwood,KY,41731,(606) 675-4431,(606) 675-6888,37.047429,-83.129731,KVEC,904
20162017,097,PERRY,485,Perry County,190,Perry County Alternative School,485190,097485190,210477002387,A5,Entry,8th,Not a Title 1 School,7,Harvey Colwell,72 Edna Lane,,,Hazard,KY,41701,(606) 436-4932,(606) 439-5194,37.266712462,-83.215146843,KVEC,904
20162017,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,A1,9th,12th,Title 1 Eligible - Schoolwide School,875,Mrs. Omelia Ritchie,305 Park Ave,,,Hazard,KY,41701,(606) 439-5888,(606) 439-2825,37.28487,-83.210829,KVEC,904
20162017,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,393,Mr. Joshua Baker,9165 Hwy 15 S,,,Happy,KY,41746,(606) 476-2518,(606) 476-8502,37.202731,-83.105628,KVEC,904
20162017,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,263,Kevin Fugate,13150 KY HWY 476,,,Ary,KY,41712,(606) 378-7761,(606) 378-4350,37.367767,-83.149273,KVEC,904
20162017,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,242,Paula Boggs,20 Eddington Ln,,,Viper,KY,41774,(606) 439-3837,(606) 436-0426,37.161708,-83.131592,KVEC,904
20162017,097,PERRY,485,Perry County,895,Willard Elementary School,485895,097485895,210477001178,A1,Entry,8th,Title 1 Eligible - Schoolwide School,229,Mr. Jody Campbell,625 Big Willard Road,,,Busy,KY,41723,(606) 436-6807,(606) 436-6677,37.268878,-83.293942,KVEC,904
20162017,097,PERRY,485,Perry County,,---District Total---,485,,,,K,12th,,"3,898",Jonathan Jett,315 Park Ave,,,Hazard,KY,41701,(606) 439-5814,(606) 439-2512,37.28487,-83.210807,KVEC,904
20162017,098,PIKE,491,Pike County,090,Belfry High School,491090,098491090,210480001179,A1,9th,12th,Title 1 Eligible - No Program,593,Mr. Mark Gannon,27678 US 119 N,,,Belfry,KY,41514,(606) 237-3900,(606) 237-5119,37.648355,-82.265871,KVEC,904
20162017,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,A1,6th,8th,Title 1 Eligible - No Program,423,Mr. Jeremy Howard,25259 US 119 N,,,Belfry,KY,41514,(606) 353-9688,(606) 353-9327,37.622,-82.268626,KVEC,904
20162017,098,PIKE,491,Pike County,130,Bevins Elementary School,491130,098491130,210480001180,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,223,Mrs. Amy Swiney,17275 E Big Creek Rd,,,Sidney,KY,41564,(606) 353-7078,(606) 353-0884,37.621036,-82.35381,KVEC,904
20162017,098,PIKE,491,Pike County,160,Blackberry Elementary School,491160,098491160,210480001181,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,77,Ms. Tonya Dillon,40 Big Blue Spring Road,,,Ransom,KY,41558,(606) 427-7171,(606) 427-8800,37.557518,-82.190871,KVEC,904
20162017,098,PIKE,491,Pike County,250,Dorton Elementary School,491250,098491250,210480001183,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,289,Mr. Thomas Pinion,217 DORTON JENKINS HIGHWAY,,,Dorton,KY,41520,(606) 639-2832,(606) 639-4247,37.277914,-82.578314,KVEC,904
20162017,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,A1,9th,12th,Title 1 Eligible - No Program,475,Kevin Justice,19471 Lick Mountain Rd,1 Warriors Path,,Lick Creek,KY,41540,(606) 835-2811,(606) 835-2899,37.363143,-82.307313,KVEC,904
20162017,098,PIKE,491,Pike County,300,Elkhorn City Elementary School,491300,098491300,210480001185,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,470,James Mercer,180 Cougar Dr,,,Elkhorn City,KY,41522,(606) 754-4542,(606) 754-7436,37.298104,-82.356568,KVEC,904
20162017,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,190,Mr. Darin Stiltner,221 Feds Creek Rd,,,Fedscreek,KY,41524,(606) 835-4757,(606) 835-1382,37.401263,-82.244704,KVEC,904
20162017,098,PIKE,491,Pike County,620,Johns Creek Elementary School,491620,098491620,210480001195,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,690,Chadwick Thompson,8302 Meta Hwy,,,Pikeville,KY,41501,(606) 631-1097,(606) 631-9604,37.564627,-82.453988,KVEC,904
20162017,098,PIKE,491,Pike County,650,Kimper Elementary School,491650,098491650,210480001197,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,131,Mr. David Griffith,8151 State Hwy 194 E,,,Kimper,KY,41539,(606) 631-1509,(606) 631-9197,37.516541,-82.362358,KVEC,904
20162017,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,633,Michael Potter,8015 Millard Highway,,,Pikeville,KY,41501,(606) 432-3380,(606) 433-9677,37.386811,-82.438487,KVEC,904
20162017,098,PIKE,491,Pike County,950,Mullins Elementary School,491950,098491950,210480001202,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,770,Mr. Gary Fields,101 Tiger Way,,,Pikeville,KY,41501,(606) 432-2733,(606) 432-2393,37.515083,-82.504897,KVEC,904
20162017,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,A5,7th,12th,Not a Title 1 School,45,Harold Wallace,5279 North Mayo Trail,,,Pikeville,KY,41501,(606) 433-9254,,37.537834,-82.580979,KVEC,904
20162017,098,PIKE,491,Pike County,450,Phelps Day Treatment,491450,098491450,210480000778,A6,5th,12th,Not a Title 1 School,9,Claude Blackburn,11636 Phelps 632 Rd.,,,Phelps,KY,41553,(606) 456-8529,(606) 456-9387,37.50178,-82.18169,KVEC,904
20162017,098,PIKE,491,Pike County,952,Phelps Elementary School,491952,098491952,210480001203,A1,Preschool,6th,Title 1 Eligible - Schoolwide School,367,Angela Lester,11672 Phelps 632 RD,,,Freeburn,KY,41528,(606) 456-7716,(606) 456-8200,37.502983952,-82.178875876,KVEC,904
20162017,098,PIKE,491,Pike County,954,Phelps High School,491954,098491954,210480001204,A1,7th,12th,Title 1 Eligible - No Program,319,Mr. Mike Hamilton,11580 Hwy 632,,,Phelps,KY,41553,(606) 456-3482,(606) 456-8988,37.502451,-82.180767,KVEC,904
20162017,098,PIKE,491,Pike County,190,Pike County Central High School,491190,098491190,210480000505,A1,9th,12th,Title 1 Eligible - No Program,674,Steven Taylor,100 Winners Circle Drive,,,Pikeville,KY,41501,(606) 432-4352,(606) 432-7733,37.514194,-82.50042,KVEC,904
20162017,098,PIKE,491,Pike County,200,Shelby Valley Day Treatment,491200,098491200,210480001708,A6,5th,12th,Not a Title 1 School,23,Gene Tackett,95 Douglas Park,,,Pikeville,KY,41501,(606) 639-0063,(606) 639-4013,37.379772,-82.538941,KVEC,904
20162017,098,PIKE,491,Pike County,980,Shelby Valley High School,491980,098491980,210480001686,A1,9th,12th,Title 1 Eligible - No Program,554,Gregory Lin Napier,125 Douglas Park,,,Pikeville,KY,41501,(606) 639-0033,(606) 639-2074,37.379632,-82.537746,KVEC,904
20162017,098,PIKE,491,Pike County,051,Southside Elementary School,491051,098491051,210480001647,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,461,Ms. Jill Maynard,170 St. Hwy. 319,,,Belfry,KY,41514,(606) 353-7296,(606) 353-7092,37.639683,-82.255401,KVEC,904
20162017,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,863,James H Tackett,163 Douglas Park,,,Pikeville,KY,41501,(606) 639-2774,,37.335333,-82.582549,KVEC,904
20162017,098,PIKE,491,Pike County,,---District Total---,491,,,,K,12th,,"8,279",Kenneth Adkins,314 S Mayo Tr,,,Pikeville,KY,41502,(606) 433-9200,(606) 432-3321,37.468809,-82.533879,KVEC,904
20162017,098,PIKE,492,Pikeville Independent,020,Pikeville Elementary School,492020,098492020,210483001213,A1,Preschool,6th,Title 1 Eligible - Schoolwide School,654,Mr. Robert Jones,105 Bailey Blvd.,,,Pikeville,KY,41501,(606) 432-4196,(606) 432-1234,37.477235,-82.50859,KVEC,904
20162017,098,PIKE,492,Pikeville Independent,030,Pikeville High School,492030,098492030,210483001214,A1,7th,12th,Not a Title 1 School,547,Mr. David Thomas,120 Championship Drive,,,Pikeville,KY,41501,(606) 432-0185,(606) 432-2022,37.487914,-82.542833,KVEC,904
20162017,098,PIKE,492,Pikeville Independent,,---District Total---,492,,,,K,12th,,"1,201",Mr. Jerry Green,148 Second Street,,,Pikeville,KY,41501,(606) 432-8161,(606) 432-2119,37.479195,-82.518814,KVEC,904
20162017,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,A1,Preschool,12th,Title 1 Eligible - Schoolwide School,507,William Keyes,401 Virginia Avenue,,,Pineville,KY,40977,(606) 337-5701,,36.763210489,-83.698270163,SESC,907
20162017,007,BELL,493,Pineville Independent,,---District Total---,493,,,,K,12th,,507,David Thompson,401 Virginia Avenue,,,Pineville,KY,40977,(606) 337-5701,(606) 337-9983,36.763210489,-83.698270163,SESC,907
20162017,099,POWELL,495,Powell County,010,Bowen Elementary School,495010,099495010,210489001217,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,224,Miss Julie Foster,5099 Campton Rd,,,Stanton,KY,40380,(606) 663-3313,(606) 663-3314,37.832007746,-83.783823876,CKEC,901
20162017,099,POWELL,495,Powell County,020,Clay City Elementary School,495020,099495020,210489001219,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,475,Suzanne Meadows,4901 Main St,,,Clay City,KY,40312,(606) 663-3315,(606) 663-3404,37.863423898,-83.926656468,CKEC,901
20162017,099,POWELL,495,Powell County,012,Powell County Academy,495012,099495012,210489002360,A5,6th,12th,Title 1 Eligible - No Program,25,Kenneth Rice Jr,642 Rose Way,,,Stanton,KY,40380,(606) 663-3505,,37.853764459,-83.861265613,CKEC,901
20162017,099,POWELL,495,Powell County,040,Powell County High School,495040,099495040,210489001220,A1,9th,12th,Title 1 Eligible - No Program,651,Douglas Brewer,700 W College Ave,,,Stanton,KY,40380,(606) 663-3320,(606) 663-3406,37.846982968,-83.872737415,CKEC,901
20162017,099,POWELL,495,Powell County,015,Powell County Middle School,495015,099495015,210489001218,A1,6th,8th,Title 1 Eligible - No Program,541,Tiffany Anderson,770 W College Ave,,,Stanton,KY,40380,(606) 663-3308,(606) 663-3683,37.84645251,-83.873416148,CKEC,901
20162017,099,POWELL,495,Powell County,060,Stanton Elementary School,495060,099495060,210489001221,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,385,James Crase,651 Breckinridge St,,,Stanton,KY,40380,(606) 663-3311,(606) 663-3305,37.851826279,-83.861359297,CKEC,901
20162017,099,POWELL,495,Powell County,,---District Total---,495,,,,K,12th,,"2,301",Michael Tate,691 Breckinridge St,,,Stanton,KY,40380,(606) 663-3300,(606) 663-3303,37.852301692,-83.860824010,CKEC,901
20162017,100,PULASKI,501,Pulaski County,070,Burnside Elementary School,501070,100501070,210495001225,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,429,Mrs. April Ridner Mounce,435 East Lakeshore Drive,,,Burnside,KY,42519,(606) 561-4250,(606) 561-4562,36.994460722,-84.598527651,SESC,907
20162017,100,PULASKI,501,Pulaski County,180,Eubank Elementary School,501180,100501180,210495001227,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,320,Lisa Black,285 W Hwy 70,,,Eubank,KY,42567,(606) 379-2712,(606) 379-5304,37.275672,-84.64942,SESC,907
20162017,100,PULASKI,501,Pulaski County,280,Nancy Elementary School,501280,100501280,210495001231,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,374,Michael Gregg,240 Hwy 196,,,Nancy,KY,42544,(606) 636-6338,(606) 636-6841,37.0725616,-84.755580657,SESC,907
20162017,100,PULASKI,501,Pulaski County,560,Northern Elementary School,501560,100501560,210495001238,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,407,Mr. Daniel Hill,6155 Hwy 39,,,Somerset,KY,42503,(606) 423-1040,(606) 423-1042,37.176722,-84.558846,SESC,907
20162017,100,PULASKI,501,Pulaski County,395,Northern Middle School,501395,100501395,210495001573,A1,6th,8th,Title 1 Eligible - No Program,892,Shelly Hargis,650 Oak Leaf Lane,,,Somerset,KY,42503,(606) 678-5230,(606) 678-2729,37.115222,-84.603503,SESC,907
20162017,100,PULASKI,501,Pulaski County,420,Oak Hill Elementary School,501420,100501420,210495000779,A1,Entry,5th,Title 1 Eligible - Schoolwide School,537,Matthew Cook,1755 WTLO Road,,,Somerset,KY,42503,(606) 679-2014,(606) 677-0044,37.061225,-84.658304,SESC,907
20162017,100,PULASKI,501,Pulaski County,380,Pulaski County High School,501380,100501380,210495001233,A1,9th,12th,Title 1 Eligible - Schoolwide School,"1,177",Rodney McAninch,511 University Dr,,,Somerset,KY,42503,(606) 679-1574,(606) 677-2771,37.106589,-84.603692,SESC,907
20162017,100,PULASKI,501,Pulaski County,385,Pulaski Elementary School,501385,100501385,210495001234,A1,Entry,5th,Title 1 Eligible - Schoolwide School,642,Mrs. Angela Wilson,107 W University Dr,,,Somerset,KY,42503,(606) 678-4713,(606) 679-9388,37.107427,-84.617376,SESC,907
20162017,100,PULASKI,501,Pulaski County,071,Pulaski Somerset Day Treatment,501071,100501071,210495001554,A6,6th,12th,Title 1 Eligible - No Program,56,Tammy Roberts,300 Chandler St,,,Somerset,KY,42503,(606) 679-1303,(606) 679-0032,37.038895,-84.624597,SESC,907
20162017,100,PULASKI,501,Pulaski County,440,Shopville Elementary School,501440,100501440,210495001235,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,353,M Kent Mayfield,10 Shopville Rd.,,,Somerset,KY,42503,(606) 274-4411,(606) 274-5186,37.159048,-84.486393,SESC,907
20162017,100,PULASKI,501,Pulaski County,570,Southern Elementary School,501570,100501570,210495001464,A1,Entry,5th,Title 1 Eligible - Schoolwide School,701,Floyd Patrick,198 Enterprise Dr,,,Somerset,KY,42501,(606) 678-5229,(606) 678-8517,37.03586,-84.621272,SESC,907
20162017,100,PULASKI,501,Pulaski County,390,Southern Middle School,501390,100501390,210495001572,A1,6th,8th,Title 1 Eligible - No Program,"1,020",Brett McQueary,200 Enterprise Dr,,,Somerset,KY,42501,(606) 679-6855,(606) 679-2270,37.034128,-84.620297,SESC,907
20162017,100,PULASKI,501,Pulaski County,400,Southwestern High School,501400,100501400,210495000506,A1,9th,12th,Title 1 Eligible - No Program,"1,239",Toni Ellis,1765 WTLO Rd,,,Somerset,KY,42503,(606) 678-9000,(606) 678-9277,37.061322,-84.65608,SESC,907
20162017,100,PULASKI,501,Pulaski County,,---District Total---,501,,,,K,12th,,"8,147",Steve Butcher,501 University Dr,,,Somerset,KY,42503,(606) 679-1123,(606) 679-1438,37.106835,-84.604993,SESC,907
20162017,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,A1,Preschool,3rd,Title 1 Eligible - Schoolwide School,277,Ms. Jill Imes,550 Ram Blvd,,,Raceland,KY,41169,(606) 836-3844,(606) 494-2417,38.542585,-82.735101,KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,A1,7th,12th,Title 1 Eligible - No Program,460,Mickey Dixon,500 Ram Blvd,,,Raceland,KY,41169,(606) 836-8221,(606) 494-2341,38.542878,-82.736759,KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,160,Raceland-Worthington Schools Campus A,502160,045502160,210498001465,A6,7th,12th,Not a Title 1 School,33,Bernard Mills,1539 Greenup Ave,,,Ashland,KY,41101,(606) 920-2073,(606) 920-2075,38.479888,-82.639065,KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,011,Raceland-Worthington Schools Campus B,502011,045502011,210498002015,A6,Entry,12th,Not a Title 1 School,18,Bernard Mills,2420 Roberts Dr,,,Ashland,KY,41101,(606) 920-2091,(606) 920-2094,38.474721,-82.6671,KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,030,Worthington Elementary School,502030,045502030,210498001241,A1,4th,6th,Title 1 Eligible - Schoolwide School,221,Mr. Kyle Russell,800 Center Ave,,,Worthington,KY,41183,(606) 836-8014,(606) 836-3449,38.548545,-82.729924,KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,,---District Total---,502,,,,K,12th,,"1,009",Larry Coldiron,600 Ram Blvd,,,Raceland,KY,41169,(606) 836-7141,(606) 833-5807,38.542268,-82.733338,KEDC,903
20162017,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,A1,Preschool,12th,Title 1 Eligible - Schoolwide School,375,Mr. James Johnson,1760 Sardis Rd.,,,Mount Olivet,KY,41064,(606) 724-5421,(606) 724-5225,38.529889,-84.012135,KEDC,903
20162017,101,ROBERTSON,505,Robertson County,,---District Total---,505,,,,K,12th,,375,Mr. Sanford Holbrook,1762 Sardis Road,,,Mount Olivet,KY,41064,(606) 724-5431,(606) 724-5921,38.524506,-84.012463,KEDC,903
20162017,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,368,Derrick Bussell,27 School Street,,,Brodhead,KY,40409,(606) 758-8512,(606) 758-8514,37.403598,-84.420797,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,598,James Bussell,530 Williams St,,,Mount Vernon,KY,40456,(606) 256-2953,(606) 256-3948,37.359277,-84.341209,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,022,Rockcastle Academy for Academic Ach,511022,102511022,210507001906,A5,7th,12th,Title 1 Eligible - No Program,25,David Pensol,955 W Main St,,,Mount Vernon,KY,40456,(606) 256-3846,(606) 256-3846,37.35784,-84.357483,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,A1,9th,12th,Title 1 Eligible - No Program,853,Jennifer Cox Mattingly,1545 Lake Cumberland Road,,,Mount Vernon,KY,40456,(606) 256-4816,(606) 256-3755,37.361339,-84.364047,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,A1,6th,8th,Title 1 Eligible - No Program,620,Marcus Reppert,945 W Main St,,,Mount Vernon,KY,40456,(606) 256-5118,(606) 256-2622,37.357325,-84.357376,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,247,Christopher Bishop,6701 N Wilderness Rd,,,Mount Vernon,KY,40456,(606) 256-2235,(606) 256-2259,37.441534,-84.320117,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,,---District Total---,511,,,,K,12th,,"2,711",David Pensol,245 Richmond St,,,Mount Vernon,KY,40456,(606) 256-2125,(606) 256-2126,37.356332434,-84.340053609,SESC,907
20162017,103,ROWAN,515,Rowan County,132,Bluegrass Discovery Academy High,515132,103515132,210510002342,A5,9th,12th,Title 1 Eligible - No Program,17,Dr. Raymond Ginter,415 West Sun St,,,Morehead,KY,40351,(606) 780-9992,(606) 784-6167,38.179163,-83.439502,KEDC,903
20162017,103,ROWAN,515,Rowan County,133,Bluegrass Discovery Academy Middle,515133,103515133,210510002336,A5,6th,8th,Title 1 Eligible - No Program,16,James Victor Padula,415 West Sun St,,,Morehead,KY,40351,(606) 780-9992,(606) 784-6167,38.179163,-83.439502,KEDC,903
20162017,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,A1,Entry,5th,Title 1 Eligible - Schoolwide School,322,Mrs. Misty Litton,460 McBrayer Rd,,,Clearfield,KY,40313,(606) 784-5792,(606) 783-0557,38.162345,-83.43757,KEDC,903
20162017,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,A1,Entry,5th,Title 1 Eligible - Schoolwide School,538,Rhonda Banks,550 Viking Dr,,,Morehead,KY,40351,(606) 784-1204,(606) 784-3567,38.20443,-83.476711,KEDC,903
20162017,103,ROWAN,515,Rowan County,130,Morehead Youth Development Center,515130,103515130,210510001258,A6,7th,12th,Not a Title 1 School,6,Julie Mays,495 Forest Hills Drive,,,Morehead,KY,40351,(606) 783-8575,(606) 783-8572,38.18771,-83.480492,KEDC,903
20162017,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,A1,Entry,5th,Title 1 Eligible - Schoolwide School,426,Ms. Andrea Murray,91 Christy Creek Rd,,,Morehead,KY,40351,(606) 784-3000,(606) 783-7264,38.196306,-83.410879,KEDC,903
20162017,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,A1,6th,8th,Title 1 Eligible - No Program,667,James Victor Padula,555 Viking Drive,,,Morehead,KY,40351,(606) 784-8911,(606) 784-5579,38.207796,-83.477728,KEDC,903
20162017,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,A1,9th,12th,Title 1 Eligible - No Program,892,Dr. Raymond Ginter,499 Viking Drive,,,Morehead,KY,40351,(606) 784-8956,(606) 784-1067,38.204259,-83.479007,KEDC,903
20162017,103,ROWAN,515,Rowan County,131,Sunrise Children's Services - Morehead,515131,103515131,210510002300,A6,7th,12th,Not a Title 1 School,12,Julie Mays,2495 Cranston Rd,,,Morehead,KY,40351,(606) 784-5882,,38.286193459,-83.405674513,KEDC,903
20162017,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,A1,Entry,5th,Title 1 Eligible - Schoolwide School,208,Ms. Brandy Breeze,5955 Cranston Rd,,,Morehead,KY,40351,(606) 784-4604,(606) 784-2456,38.273261,-83.426414,KEDC,903
20162017,103,ROWAN,515,Rowan County,,---District Total---,515,,,,K,12th,,"3,104",Marvin Moore,121 E Second St,,,Morehead,KY,40351,(606) 784-8928,(606) 783-1011,38.178247,-83.440917,KEDC,903
20162017,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,488,Diane Blankenship,342 S. Main Street,,,Jamestown,KY,42629,(270) 343-3966,(270) 343-3350,36.98035,-85.05863,GRREC,902
20162017,104,RUSSELL,521,Russell County,240,Russell County High School,521240,104521240,210516001265,A1,9th,12th,Title 1 Eligible - No Program,835,Darren Neal Gossage,2166 S Hwy 127,,,Russell Springs,KY,42642,(270) 866-3341,(270) 866-8830,37.035352,-85.07346,GRREC,902
20162017,104,RUSSELL,521,Russell County,260,Russell County Middle School,521260,104521260,210516001599,A1,6th,8th,Title 1 Eligible - Schoolwide School,631,Anthony Ackerman,2258 S Hwy 127,,,Russell Springs,KY,42642,(270) 866-2224,(270) 866-8679,37.034207,-85.073568,GRREC,902
